id,DEC_processed
7407299000,copper bar rod profile copper alloy copper alloy
7408110000,copper wire maximum crosssectional dimension exceeds
7408190000,copper wire
7408210000,copper wire refined copper refined copper copperzinc base alloy brass
7408221000,copper wire refined copper refined copper coppernickel base alloy cupronickel
7408222000,copper wire refined copper refined copper coppernickelzinc base alloy nickel silver
7408291000,copper wire refined copper refined copper coppertin base alloy bronze
7408299000,copper wire refined copper refined copper
7409111000,copper plate sheet strip thickness exceeding refined copper coil use manufacturing semiconductor
7409119000,copper plate sheet strip thickness exceeding refined copper coil
7409191000,copper plate sheet strip thickness exceeding refined copper refined copper use manufacturing semiconductor
7409199000,copper plate sheet strip thickness exceeding refined copper refined copper
7409211000,copper plate sheet strip thickness exceeding copperzinc base alloy brass copperzinc base alloy brass use manufacturing semiconductor
7409219000,copper plate sheet strip thickness exceeding copperzinc base alloy brass copperzinc base alloy brass
7409291000,copper plate sheet strip thickness exceeding copperzinc base alloy brass copperzinc base alloy brass use manufacturing semiconductor
7409299000,copper plate sheet strip thickness exceeding copperzinc base alloy brass copperzinc base alloy brass
7409311000,copper plate sheet strip thickness exceeding coppertin base alloy bronze coppertin base alloy bronze use manufacturing semiconductor
7409319000,copper plate sheet strip thickness exceeding coppertin base alloy bronze coppertin base alloy bronze
7409391000,copper plate sheet strip thickness exceeding coppertin base alloy bronze coppertin base alloy bronze use manufacturing semiconductor
7409399000,copper plate sheet strip thickness exceeding coppertin base alloy bronze coppertin base alloy bronze
7409401010,copper plate sheet strip thickness exceeding coppernickel base alloy cupronickel coppernickelzinc base alloy nickel silver use manufacturing semiconductor
7409401090,copper plate sheet strip thickness exceeding coppernickel base alloy cupronickel coppernickelzinc base alloy nickel silver
7409402010,copper plate sheet strip thickness exceeding coppernickel base alloy cupronickel coppernickelzinc base alloy nickel silver use manufacturing semiconductor
7409402090,copper plate sheet strip thickness exceeding coppernickel base alloy cupronickel coppernickelzinc base alloy nickel silver
7409901000,copper plate sheet strip thickness exceeding copper alloy use manufacturing semiconductor
7409909000,copper plate sheet strip thickness exceeding copper alloy
7410110000,copper foil whether printed backed paper paperboard plastic similar backing material thickness excluding backing exceeding backed backed refined copper
7410120000,copper foil whether printed backed paper paperboard plastic similar backing material thickness excluding backing exceeding backed backed copper alloy
7410211000,copper foil whether printed backed paper paperboard plastic similar backing material thickness excluding backing exceeding backed backed suitable manufacturing printed circuit board
7410219000,copper foil whether printed backed paper paperboard plastic similar backing material thickness excluding backing exceeding backed backed
7410221000,copper foil whether printed backed paper paperboard plastic similar backing material thickness excluding backing exceeding backed backed suitable manufacturing printed circuit board
7410229000,copper foil whether printed backed paper paperboard plastic similar backing material thickness excluding backing exceeding backed backed
7411100000,copper tube pipe refined copper
7411210000,copper tube pipe copper alloy copper alloy copperzinc base alloy brass
7411221000,copper tube pipe copper alloy copper alloy coppernickel base alloy cupronickel
7411222000,copper tube pipe copper alloy copper alloy coppernickelzinc base alloy nickel silver
7411291000,copper tube pipe copper alloy copper alloy coppertin base alloy bronze
7411299000,copper tube pipe copper alloy copper alloy
7412100000,copper tube pipe fitting example coupling elbow sleeve refined copper
7412200000,copper tube pipe fitting example coupling elbow sleeve copper alloy
7413000000,stranded wire cable plaited band like copper electrically insulated stranded wire cable plaited band like copper electrically insulated
7415101000,nail tack drawing pin staple heading similar article copper iron steel head copper screw bolt nut screw hook rivet cotter cotterpins washer including spring washer similar article copper nail tack drawing pin staple similar article plated rolled coated precious metal
7415109000,nail tack drawing pin staple heading similar article copper iron steel head copper screw bolt nut screw hook rivet cotter cotterpins washer including spring washer similar article copper nail tack drawing pin staple similar article
7415210000,nail tack drawing pin staple heading similar article copper iron steel head copper screw bolt nut screw hook rivet cotter cotterpins washer including spring washer similar article copper article threaded article threaded washer including spring washer
7415290000,nail tack drawing pin staple heading similar article copper iron steel head copper screw bolt nut screw hook rivet cotter cotterpins washer including spring washer similar article copper article threaded article threaded
7415330000,nail tack drawing pin staple heading similar article copper iron steel head copper screw bolt nut screw hook rivet cotter cotterpins washer including spring washer similar article copper screw bolt nut
7415390000,nail tack drawing pin staple heading similar article copper iron steel head copper screw bolt nut screw hook rivet cotter cotterpins washer including spring washer similar article copper
7418101000,table kitchen household article part thereof copper pot scourer scouring polishing pad glove like copper sanitary ware part thereof copper table kitchen household article part thereof pot scourer scouring polishing pad glove like pot scourer scouring polishing pad glove like
7418109010,table kitchen household article part thereof copper pot scourer scouring polishing pad glove like copper sanitary ware part thereof copper table kitchen household article part thereof pot scourer scouring polishing pad glove like table kitchen article
7418109020,table kitchen household article part thereof copper pot scourer scouring polishing pad glove like copper sanitary ware part thereof copper table kitchen household article part thereof pot scourer scouring polishing pad glove like solar collector kind used domestic purpose nonelectric
7418109030,table kitchen household article part thereof copper pot scourer scouring polishing pad glove like copper sanitary ware part thereof copper table kitchen household article part thereof pot scourer scouring polishing pad glove like household article
741810909,table kitchen household article part thereof copper pot scourer scouring polishing pad glove like copper sanitary ware part thereof copper table kitchen household article part thereof pot scourer scouring polishing pad glove like part
7418109091,table kitchen household article part thereof copper pot scourer scouring polishing pad glove like copper sanitary ware part thereof copper table kitchen household article part thereof pot scourer scouring polishing pad glove like solar collector kind used domestic purpose nonelectric
7418109099,table kitchen household article part thereof copper pot scourer scouring polishing pad glove like copper sanitary ware part thereof copper table kitchen household article part thereof pot scourer scouring polishing pad glove like
7418201000,table kitchen household article part thereof copper pot scourer scouring polishing pad glove like copper sanitary ware part thereof copper sanitary ware part thereof sanitary ware
7418202000,table kitchen household article part thereof copper pot scourer scouring polishing pad glove like copper sanitary ware part thereof copper sanitary ware part thereof part
7419200000,article copper cast moulded stamped forged worked
7419801010,article copper cloth
7419801090,article copper
7419802000,article copper copper spring
7419809000,article copper
7501100000,nickel matte nickel oxide sinters intermediate product nickel metallurgy nickel matte
7501201010,nickel matte nickel oxide sinters intermediate product nickel metallurgy nickel oxide sinters intermediate product nickel metallurgy containing weight nickel
7501201090,nickel matte nickel oxide sinters intermediate product nickel metallurgy nickel oxide sinters intermediate product nickel metallurgy
7501209010,nickel matte nickel oxide sinters intermediate product nickel metallurgy nickel oxide sinters intermediate product nickel metallurgy containing weight nickel
7501209090,nickel matte nickel oxide sinters intermediate product nickel metallurgy nickel oxide sinters intermediate product nickel metallurgy
7502101000,unwrought nickel nickel alloyed cathode
7502109000,unwrought nickel nickel alloyed
7502200000,unwrought nickel nickel alloy
7503000000,nickel waste scrap nickel waste scrap
7504001000,nickel powder flake powder
7504002000,nickel powder flake flake
7505110000,nickel bar rod profile wire bar rod profile bar rod profile nickel alloyed
7505120000,nickel bar rod profile wire bar rod profile bar rod profile nickel alloy
7505210000,nickel bar rod profile wire wire wire nickel alloyed
7505220000,nickel bar rod profile wire wire wire nickel alloy
7506101000,nickel plate sheet strip foil nickel alloyed plate sheet strip
7506102000,nickel plate sheet strip foil nickel alloyed foil
7506201000,nickel plate sheet strip foil plate sheet strip
7506202000,nickel plate sheet strip foil foil
7507110000,nickel tube pipe tube pipe fittingsfor example coupling elbow sleeve tube pipe tube pipe nickel alloyed
7507120000,nickel tube pipe tube pipe fittingsfor example coupling elbow sleeve tube pipe tube pipe nickel alloy
7507200000,nickel tube pipe tube pipe fittingsfor example coupling elbow sleeve tube pipe fitting
7508100000,article nickel cloth grill netting nickel wire
7508901000,article nickel electroplating anode
7508902010,article nickel nickel alloyed
7508902020,article nickel nickel alloy
7508909000,article nickel
7601100000,unwrought aluminium aluminium alloyed
7601201000,unwrought aluminium aluminium alloy casting alloy
7601202000,unwrought aluminium aluminium alloy billet
7601209000,unwrought aluminium aluminium alloy
7602001000,aluminium waste scrap waste scrap can
7602009000,aluminium waste scrap
7603100000,aluminium powder flake powder nonlamellar structure
7603201000,aluminium powder flake powder lamellar structure flake powder
7603202000,aluminium powder flake powder lamellar structure flake flake
7604101000,aluminium bar rod profile aluminium alloyed bar rod
7604102010,aluminium bar rod profile aluminium alloyed hollow profile
7604102090,aluminium bar rod profile aluminium alloyed
7604210000,aluminium bar rod profile aluminium alloy aluminium alloy hollow profile
7604291000,aluminium bar rod profile aluminium alloy aluminium alloy bar rod
7604299000,aluminium bar rod profile aluminium alloy aluminium alloy profile
7605110000,aluminium wire aluminium alloyed aluminium alloyed maximum crosssectional dimension exceeds
7605190000,aluminium wire aluminium alloyed aluminium alloyed
7605210000,aluminium wire aluminium alloy aluminium alloy maximum crosssectional dimension exceeds
7605290000,aluminium wire aluminium alloy aluminium alloy
7606111000,aluminium plate sheet strip thickness exceeding rectangular including square aluminium alloyed containing le weight aluminium
7606119000,aluminium plate sheet strip thickness exceeding rectangular including square aluminium alloyed
7606120000,aluminium plate sheet strip thickness exceeding rectangular including square rectangular including square aluminium alloy
7606911000,aluminium plate sheet strip thickness exceeding aluminium alloyed containing le weight aluminium
7606919000,aluminium plate sheet strip thickness exceeding aluminium alloyed
7606920000,aluminium plate sheet strip thickness exceeding aluminium alloy
7607111000,aluminium foil whether printed backed paper paperboard plastic similar backing materialsof thickness excluding backing exceeding backed rolled worked containing le weight aluminium
7607119000,aluminium foil whether printed backed paper paperboard plastic similar backing materialsof thickness excluding backing exceeding backed rolled worked
7607191000,aluminium foil whether printed backed paper paperboard plastic similar backing materialsof thickness excluding backing exceeding backed backed containing le weight aluminium
7607199000,aluminium foil whether printed backed paper paperboard plastic similar backing materialsof thickness excluding backing exceeding backed backed
7607201000,aluminium foil whether printed backed paper paperboard plastic similar backing materialsof thickness excluding backing exceeding containing le weight aluminium
7607209000,aluminium foil whether printed backed paper paperboard plastic similar backing materialsof thickness excluding backing exceeding
7608100000,aluminium tube pipe aluminium alloyed
7608200000,aluminium tube pipe aluminium alloy
7609000000,aluminium tube pipe fitting example coupling elbow sleeve aluminium tube pipe fitting example coupling elbow sleeve
7610100000,aluminium structure excluding prefabricated building heading part structure example bridge bridgesections tower lattice mast roof roofing framework door window frame threshold door balustrade pillar column aluminium plate rod profile tube like prepared use structure door window frame threshold door
7610901000,aluminium structure excluding prefabricated building heading part structure example bridge bridgesections tower lattice mast roof roofing framework door window frame threshold door balustrade pillar column aluminium plate rod profile tube like prepared use structure structure
7610908000,aluminium structure excluding prefabricated building heading part structure example bridge bridgesections tower lattice mast roof roofing framework door window frame threshold door balustrade pillar column aluminium plate rod profile tube like prepared use structure
7610909000,aluminium structure excluding prefabricated building heading part structure example bridge bridgesections tower lattice mast roof roofing framework door window frame threshold door balustrade pillar column aluminium plate rod profile tube like prepared use structure part
7611000000,aluminium reservoir tank vat similar container material compressed liquefied gas capacity exceeding whether lined heatinsulated fitted mechanical thermal equipment aluminium reservoir tank vat similar container material compressed liquefied gas capacity exceeding whether lined heatinsulated fitted mechanical thermal equipment
7612100000,aluminium cask drum can box similar container including rigid collapsible tubular container material compressed liquefied gas capacity exceeding whether lined heatinsulated fitted mechanical thermal equipment collapsible tubular container
7612901000,aluminium cask drum can box similar container including rigid collapsible tubular container material compressed liquefied gas capacity exceeding whether lined heatinsulated fitted mechanical thermal equipment rigid tubular container
7612909010,aluminium cask drum can box similar container including rigid collapsible tubular container material compressed liquefied gas capacity exceeding whether lined heatinsulated fitted mechanical thermal equipment le capacity
7612909020,aluminium cask drum can box similar container including rigid collapsible tubular container material compressed liquefied gas capacity exceeding whether lined heatinsulated fitted mechanical thermal equipment le le capacity
7612909030,aluminium cask drum can box similar container including rigid collapsible tubular container material compressed liquefied gas capacity exceeding whether lined heatinsulated fitted mechanical thermal equipment le capacity
7613001000,aluminium container compressed liquefied gas aluminium container compressed liquefied gas compressed gas
7613002000,aluminium container compressed liquefied gas aluminium container compressed liquefied gas liquefied gas
7614100000,stranded wire cable plaited band like aluminium electrically insulated steel core
7614900000,stranded wire cable plaited band like aluminium electrically insulated
7615101000,table kitchen household article part thereof aluminium pot scourer scouring polishing pad glove like aluminium sanitary ware part thereof aluminium table kitchen household article part thereof pot scourer scouring polishing pad glove like pot scourer scouring polishing pad glove like
7615109010,table kitchen household article part thereof aluminium pot scourer scouring polishing pad glove like aluminium sanitary ware part thereof aluminium table kitchen household article part thereof pot scourer scouring polishing pad glove like solar collector part thereof
7615109020,table kitchen household article part thereof aluminium pot scourer scouring polishing pad glove like aluminium sanitary ware part thereof aluminium table kitchen household article part thereof pot scourer scouring polishing pad glove like table kitchen article
7615109030,table kitchen household article part thereof aluminium pot scourer scouring polishing pad glove like aluminium sanitary ware part thereof aluminium table kitchen household article part thereof pot scourer scouring polishing pad glove like household article
7615109090,table kitchen household article part thereof aluminium pot scourer scouring polishing pad glove like aluminium sanitary ware part thereof aluminium table kitchen household article part thereof pot scourer scouring polishing pad glove like part
7615201000,table kitchen household article part thereof aluminium pot scourer scouring polishing pad glove like aluminium sanitary ware part thereof aluminium sanitary ware part thereof sanitary ware
7615202000,table kitchen household article part thereof aluminium pot scourer scouring polishing pad glove like aluminium sanitary ware part thereof aluminium sanitary ware part thereof part
7616100000,article aluminium nail tack staple heading screw bolt nut screw hook rivet cotter cotterpins washer similar article
7616910000,article aluminium cloth grill netting fencing aluminium wire
7616991000,article aluminium bobbin
7616999010,article aluminium aluminium pouch
7616999020,article aluminium aluminium knob
7616999090,article aluminium
7801101000,unwrought lead refined lead containing weight lead
7801109000,unwrought lead refined lead
7801910000,unwrought lead containing weight antimony principal element
7801991000,unwrought lead unrefined lead
7801992010,unwrought lead leadtin alloy
7801992090,unwrought lead
7802000000,lead waste scrap lead waste scrap
7804111000,lead plate sheet strip foil lead powder flake plate sheet strip foil plate sheet strip foil sheet strip
7804112000,lead plate sheet strip foil lead powder flake plate sheet strip foil plate sheet strip foil foil
7804190000,lead plate sheet strip foil lead powder flake plate sheet strip foil plate sheet strip foil
7804201000,lead plate sheet strip foil lead powder flake powder flake powder
7804202000,lead plate sheet strip foil lead powder flake powder flake flake
7806001000,article lead article lead lead container
7806002000,article lead article lead electroplating anode
7806003010,article lead article lead bar rod
7806003030,article lead article lead wire
7806004000,article lead article lead tube pipe tube pipe fitting example coupling elbow sleeve
7806009000,article lead article lead
7901110000,unwrought zinc zinc alloyed zinc alloyed containing weight zinc
7901120000,unwrought zinc zinc alloyed zinc alloyed containing weight le zinc
7901201000,unwrought zinc zinc alloy zinc alloy zincaluminium alloy
7901209000,unwrought zinc zinc alloy zinc alloy
7902000000,zinc waste scrap zinc waste scrap
7903100000,zinc dust powder flake zinc dust
7903901000,zinc dust powder flake powder
7903902000,zinc dust powder flake flake
7904001000,zinc bar rod profile wire zinc bar rod profile wire bar rod
7904002000,zinc bar rod profile wire zinc bar rod profile wire profile
7904003000,zinc bar rod profile wire zinc bar rod profile wire wire
7905001000,zinc plate sheet strip foil zinc plate sheet strip foil plate sheet strip
7905002000,zinc plate sheet strip foil zinc plate sheet strip foil foil
7907001000,article zinc article zinc gutter roof capping skylight frame fabricated building component
7907002010,article zinc article zinc tube pipe
7907002020,article zinc article zinc tube pipe fitting
7907009010,article zinc article zinc electroplating anode
7907009090,article zinc article zinc
8001100000,unwrought tin tin alloyed
8001200000,unwrought tin tin alloy
8002000000,tin waste scrap tin waste scrap
8003001010,tin bar rod profile wire unalloyed
8003001090,tin bar rod profile wire
8003002010,tin bar rod profile wire unalloyed
8003002090,tin bar rod profile wire
8007001000,article tin electroplating anode
8007002000,article tin plate sheet strip thickness exceeding
8007003010,article tin foil
800700302,article tin powder flake
8007003021,article tin powder
8007003022,article tin flake
8007009000,article tin
8101100000,tungsten wolfram article thereof including waste scrap powder
8101940000,tungsten wolfram article thereof including waste scrap unwrought tungsten including bar rod obtained simply sintering
8101961000,tungsten wolfram article thereof including waste scrap spiral filament electric bulb electronic bulb
8101969000,tungsten wolfram article thereof including waste scrap
8101970000,tungsten wolfram article thereof including waste scrap waste scrap
8101991010,tungsten wolfram article thereof including waste scrap bar rod
8101991020,tungsten wolfram article thereof including waste scrap profile
8101991030,tungsten wolfram article thereof including waste scrap plate sheet strip
8101991040,tungsten wolfram article thereof including waste scrap foil
8101999000,tungsten wolfram article thereof including waste scrap
8102100000,molybdenum article thereof including waste scrap powder
8102940000,molybdenum article thereof including waste scrap unwrought molybdenum including bar rod obtained simply sintering
8102951000,molybdenum article thereof including waste scrap bar rod
8102952000,molybdenum article thereof including waste scrap profile
8102953000,molybdenum article thereof including waste scrap plate sheet strip
8102954000,molybdenum article thereof including waste scrap foil
8102961000,molybdenum article thereof including waste scrap spiral filament electric bulb electronic bulb
8102969000,molybdenum article thereof including waste scrap
8102970000,molybdenum article thereof including waste scrap waste scrap
8102990000,molybdenum article thereof including waste scrap
8103201000,tantalum article thereof including waste scrap unwrought tantalum including bar rod obtained simply sintering powder unwrought
8103202000,tantalum article thereof including waste scrap unwrought tantalum including bar rod obtained simply sintering powder powder
8103300000,tantalum article thereof including waste scrap waste scrap
8103910000,tantalum article thereof including waste scrap crucible
8103990000,tantalum article thereof including waste scrap
8104110000,magnesium article thereof including waste scrap unwrought magnesium unwrought magnesium containing least weight magnesium
8104190000,magnesium article thereof including waste scrap unwrought magnesium unwrought magnesium
8104200000,magnesium article thereof including waste scrap waste scrap
8104301000,magnesium article thereof including waste scrap rasping turning granule graded according size powder rasping turning granule
8104302000,magnesium article thereof including waste scrap rasping turning granule graded according size powder powder
8104901000,magnesium article thereof including waste scrap bar rod
8104909000,magnesium article thereof including waste scrap
8105201000,cobalt matte intermediate product cobalt metallurgy cobalt article thereof including waste scrap cobalt matte intermediate product cobalt metallurgy unwrought cobalt powder unwrought cobalt
8105202000,cobalt matte intermediate product cobalt metallurgy cobalt article thereof including waste scrap cobalt matte intermediate product cobalt metallurgy unwrought cobalt powder cobalt matte intermediate product cobalt metallurgy
8105203000,cobalt matte intermediate product cobalt metallurgy cobalt article thereof including waste scrap cobalt matte intermediate product cobalt metallurgy unwrought cobalt powder powder
8105300000,cobalt matte intermediate product cobalt metallurgy cobalt article thereof including waste scrap waste scrap
8105900000,cobalt matte intermediate product cobalt metallurgy cobalt article thereof including waste scrap
8106101000,bismuth article thereof including waste scrap containing bismuth weight unwrought bismuth
8106103000,bismuth article thereof including waste scrap containing bismuth weight powder
8106109000,bismuth article thereof including waste scrap containing bismuth weight
8106901000,bismuth article thereof including waste scrap unwrought bismuth
8106903000,bismuth article thereof including waste scrap powder
8106909000,bismuth article thereof including waste scrap
8108201000,titanium article thereof including waste scrap unwrought titanium powder unwrought
8108202000,titanium article thereof including waste scrap unwrought titanium powder powder
8108300000,titanium article thereof including waste scrap waste scrap
8108901000,titanium article thereof including waste scrap plate strip
8108902000,titanium article thereof including waste scrap tube pipe
8108909000,titanium article thereof including waste scrap
8109210000,zirconium article thereof including waste scrap unwrought zirconium powder unwrought zirconium powder containing le part hafnium part zirconium weight
8109290000,zirconium article thereof including waste scrap unwrought zirconium powder unwrought zirconium powder
8109310000,zirconium article thereof including waste scrap waste scrap waste scrap containing le part hafnium part zirconium weight
8109390000,zirconium article thereof including waste scrap waste scrap waste scrap
8109911010,zirconium article thereof including waste scrap containing le part hafnium part zirconium weight tube pipe
8109911020,zirconium article thereof including waste scrap containing le part hafnium part zirconium weight plate sheet strip
8109911030,zirconium article thereof including waste scrap containing le part hafnium part zirconium weight bar
8109911090,zirconium article thereof including waste scrap containing le part hafnium part zirconium weight
8109919000,zirconium article thereof including waste scrap containing le part hafnium part zirconium weight
8109991010,zirconium article thereof including waste scrap tube pipe
8109991020,zirconium article thereof including waste scrap plate sheet strip
8109991030,zirconium article thereof including waste scrap bar
8109991090,zirconium article thereof including waste scrap
8109999000,zirconium article thereof including waste scrap
8110100000,antimony article thereof including waste scrap unwrought antimony powder
8110200000,antimony article thereof including waste scrap waste scrap
8110900000,antimony article thereof including waste scrap
8111000000,manganese article thereof including waste scrap manganese article thereof including waste scrap
8112120000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap beryllium beryllium unwrought powder
8112130000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap beryllium beryllium waste scrap
8112190000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap beryllium beryllium
8112210000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap chromium chromium unwrought powder
8112220000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap chromium chromium waste scrap
8112290000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap chromium chromium
8112310000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap hafnium hafnium unwrought waste scrap powder
8112390000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap hafnium hafnium
8112410000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap rhenium rhenium unwrought waste scrap powder
8112490000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap rhenium rhenium
8112510000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap thallium thallium unwrought powder
8112520000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap thallium thallium waste scrap
8112590000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap thallium thallium
8112610000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap cadmium cadmium waste scrap
8112690000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap cadmium cadmium
8112921000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap unwrought waste scrap powder germanium
8112922000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap unwrought waste scrap powder vanadium
8112923000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap unwrought waste scrap powder gallium
8112925000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap unwrought waste scrap powder indium
8112926000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap unwrought waste scrap powder niobiumcolumbium
8112929000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap unwrought waste scrap powder
8112991000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap germanium
8112992000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap vanadium
8112993000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap gallium
8112995000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap indium
8112996000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap niobiumcolumbium
8112999000,beryllium chromium hafnium rhenium thallium cadmium germanium vanadium gallium indium niobium columbium article metal including waste scrap
8113000000,cermets article thereof including waste scrap cermets article thereof including waste scrap
8201100000,hand tool following spade shovel mattock pick hoe fork rake ax bill hook similar hewing tool secateurs pruner kind scythe sickle hay knife hedge shear timber wedge tool kind used agriculture horticulture forestry spade shovel
8201300000,hand tool following spade shovel mattock pick hoe fork rake ax bill hook similar hewing tool secateurs pruner kind scythe sickle hay knife hedge shear timber wedge tool kind used agriculture horticulture forestry mattock pick hoe rake
8201400000,hand tool following spade shovel mattock pick hoe fork rake ax bill hook similar hewing tool secateurs pruner kind scythe sickle hay knife hedge shear timber wedge tool kind used agriculture horticulture forestry ax bill hook similar hewing tool
8201500000,hand tool following spade shovel mattock pick hoe fork rake ax bill hook similar hewing tool secateurs pruner kind scythe sickle hay knife hedge shear timber wedge tool kind used agriculture horticulture forestry secateurs similar onehanded pruner shear including poultry shear
8201600000,hand tool following spade shovel mattock pick hoe fork rake ax bill hook similar hewing tool secateurs pruner kind scythe sickle hay knife hedge shear timber wedge tool kind used agriculture horticulture forestry hedge shear twohanded pruning shear similar twohanded shear
8201901000,hand tool following spade shovel mattock pick hoe fork rake ax bill hook similar hewing tool secateurs pruner kind scythe sickle hay knife hedge shear timber wedge tool kind used agriculture horticulture forestry scythe sickle
8201909000,hand tool following spade shovel mattock pick hoe fork rake ax bill hook similar hewing tool secateurs pruner kind scythe sickle hay knife hedge shear timber wedge tool kind used agriculture horticulture forestry
8202101000,hand saw blade saw kind including slitting slotting toothless saw blade wood
8202109000,hand saw blade saw kind including slitting slotting toothless saw blade
8202200000,hand saw blade saw kind including slitting slotting toothless saw blade band saw blade
8202310000,hand saw blade saw kind including slitting slotting toothless saw blade working part steel
8202391000,hand saw blade saw kind including slitting slotting toothless saw blade working part tungsten carbide
8202392010,hand saw blade saw kind including slitting slotting toothless saw blade machine sawing semiconductor wafer device unit
8202392090,hand saw blade saw kind including slitting slotting toothless saw blade
8202393000,hand saw blade saw kind including slitting slotting toothless saw blade working part material
8202399000,hand saw blade saw kind including slitting slotting toothless saw blade part
8202400000,hand saw blade saw kind including slitting slotting toothless saw blade chain saw blade
8202911000,hand saw blade saw kind including slitting slotting toothless saw blade hacksaw blade
8202919000,hand saw blade saw kind including slitting slotting toothless saw blade
8202991000,hand saw blade saw kind including slitting slotting toothless saw blade cutting sapphire ingot
8202999000,hand saw blade saw kind including slitting slotting toothless saw blade
8203100000,file rasp plier including cutting plier pincer tweezer metal cutting shear pipecutters bolt cropper perforating punch similar hand tool file rasp similar tool
8203201000,file rasp plier including cutting plier pincer tweezer metal cutting shear pipecutters bolt cropper perforating punch similar hand tool plier including cutting plier
8203202000,file rasp plier including cutting plier pincer tweezer metal cutting shear pipecutters bolt cropper perforating punch similar hand tool pincer
8203203000,file rasp plier including cutting plier pincer tweezer metal cutting shear pipecutters bolt cropper perforating punch similar hand tool tweezer
8203209000,file rasp plier including cutting plier pincer tweezer metal cutting shear pipecutters bolt cropper perforating punch similar hand tool
8203300000,file rasp plier including cutting plier pincer tweezer metal cutting shear pipecutters bolt cropper perforating punch similar hand tool metal cutting shear similar tool
8203401000,file rasp plier including cutting plier pincer tweezer metal cutting shear pipecutters bolt cropper perforating punch similar hand tool pipe cutter
8203402000,file rasp plier including cutting plier pincer tweezer metal cutting shear pipecutters bolt cropper perforating punch similar hand tool bolt cropper clipper
8203403000,file rasp plier including cutting plier pincer tweezer metal cutting shear pipecutters bolt cropper perforating punch similar hand tool perforating punch
8203409000,file rasp plier including cutting plier pincer tweezer metal cutting shear pipecutters bolt cropper perforating punch similar hand tool
8204110000,handoperated spanner wrench including torque meter wrench including tap wrench interchangeable spanner socket without handle handoperated spanner wrench handoperated spanner wrench nonadjustable
8204120000,handoperated spanner wrench including torque meter wrench including tap wrench interchangeable spanner socket without handle handoperated spanner wrench handoperated spanner wrench adjustable
8204200000,handoperated spanner wrench including torque meter wrench including tap wrench interchangeable spanner socket without handle interchangeable spanner socket without handle
8205101000,hand tool including glazier diamond elsewhere specified included blow lamp vice clamp like accessory part machinetools waterjet cutting machine anvil portable forge hand pedaloperated grinding wheel framework drilling threading tapping tool drilling threading tapping tool drilling
8205109000,hand tool including glazier diamond elsewhere specified included blow lamp vice clamp like accessory part machinetools waterjet cutting machine anvil portable forge hand pedaloperated grinding wheel framework drilling threading tapping tool drilling threading tapping tool
8205200000,hand tool including glazier diamond elsewhere specified included blow lamp vice clamp like accessory part machinetools waterjet cutting machine anvil portable forge hand pedaloperated grinding wheel framework hammer sledge hammer
